Manufacturer,Model Number,Model Name,Serial ID,Connectors Sense/Pace,Polarity,Fixation,Placement,Outer Insulation,Location
"ELA Medical, Inc.",J83F,Focus,,IS-1,UNI,J+Tines,ENDO,SIL,RA
"ELA Medical, Inc.",MA2260,n/a,,ELA Stanium,UNI,Wedge,ENDO,UNK,RV
"ELA Medical, Inc.",MA2280,n/a,,ELA Stanium,UNI,Wedge,ENDO,UNK,RV
"ELA Medical, Inc.",MAM1260,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MAM1290,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MCF860,n/a,,5 mm,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",MDM1060,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MDM1090,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MVM1260,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MVM1290,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MVM860,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",MVM890,n/a,,5 mm,UNI,Wedge,ENDO,SIL,RV
"ELA Medical, Inc.",NAM1260,n/a,,5 mm,UNI,Wedge,ENDO,UNK,RV
"ELA Medical, Inc.",P 752,ELAPass P,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",P 758,ELAPass P,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",P1 844,ELAFix P1,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P1 848,ELAFix P1,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P1 852,ELAFix P1,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P1 858,ELAFix P1,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P2 744,ELAFix P2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P2 748,ELAFix P2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P2 752,ELAFix P2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",P2 758,ELAFix P2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",PBAF860,n/a,,5 mm Bif,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",PBCF860,n/a,,5 mm Bif,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",PICF860,n/a,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",PJ 744,ELAPass PJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",PJ 748,ELAPass PJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",PJ 752,ELAPass PJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",PMA860,n/a,,5 mm,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",PMAF860,n/a,,5 mm,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",PMC860,n/a,,5 mm,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",PMCF860,n/a,,5 mm,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",R 752,ELAPass R,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",R 758,ELAPass R,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",RA500,n/a,,ELA,BI,UNK,UNK,UNK,UNK
"ELA Medical, Inc.",RJ 744,ELAPass RJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",RJ 748,ELAPass RJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",RJ 752,ELAPass RJ,,IS-1,BI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",S2 753,ELAFix S2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",S2 758,ELAFix S2,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RV
"ELA Medical, Inc.",S2J 744,ELAFix S2J,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RA
"ELA Medical, Inc.",S2J 748,ELAFix S2J,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RA
"ELA Medical, Inc.",S2J 752,ELAFix S2J,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,RA
"ELA Medical, Inc.",S83F,Focus,,IS-1,UNI,Fixed Screw,ENDO,SIL,RA/RV
"ELA Medical, Inc.",SA500,n/a,,ELA Stanium,UNI,UNK,UNK,UNK,UNK
"ELA Medical, Inc.",T43,Focus,,IS-1,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T43F,Focus,,IS-1,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T44,Focus,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",T44F,Focus,,IS-1,BI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T81,Focus,,5 mm,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T81F,Focus,,5 mm,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T82F,Focus,,5 mm Bif,BI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T83,Focus,,IS-1,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T83F,Focus,,IS-1,UNI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",T84F,Focus,,IS-1,BI,Tines,ENDO,SIL,RV
"ELA Medical, Inc.",UC28D,Situs LV,,IS-1,UNI,Passive,ENDO,UNK,CS
"ELA Medical, Inc.",UJ45,Stela,,IS-1,UNI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",UJ45D,Stelid,,IS-1,UNI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",UL28D,Situs LV,,IS-1,UNI,Passive,ENDO,UNK,CS
"ELA Medical, Inc.",UR45D,Stelix,,IS-1,UNI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",UR46D,Stelix,,IS-1,UNI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",URF25D,Stelix II,,IS-1,UNI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",URF26D,Stelix II,,IS-1,UNI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",US45,Stela,,IS-1,UNI,Screw,UNK,UNK,UNK
"ELA Medical, Inc.",US45D,Stelid,,IS-1,UNI,Screw,UNK,UNK,UNK
"ELA Medical, Inc.",UT40,Stela,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UT45,Stela,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UT45D,Stelid,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UT46,Stela,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UT46D,Stelid,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UTF25D,Stelid II,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UTF26D,Stelid II,,IS-1,UNI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",UW28D,Situs OTW,,IS-1,UNI,Silicone screw,ENDO,UNK,UNK
ENPATH MEDICAL,511111,Myopore,,IS-1,UNI,Screw,EPI,SIL,RA/RV
ENPATH MEDICAL,511112,Myopore,,IS-1,UNI,Screw,EPI,SIL,RA/RV
ENPATH MEDICAL,511210,Myopore,,IS-1,BI,Screw,EPI,SIL,RA/RV
ENPATH MEDICAL,511211,Myopore,,IS-1,BI,Screw,EPI,SIL,RA/RV
ENPATH MEDICAL,511212,Myopore,,IS-1,BI,Screw,EPI,SIL,RA/RV
Guidant Corp.,10,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,11,,,3.2 mm LP,BI,Passive,ENDO,SIL,RV
Guidant Corp.,12,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,13,,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,14,SWEET TIP,,5 mm Bif,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,15,SWEET TIP,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,30,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,56,,,5 mm Bif,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,720,EASyTRAK EPI,,IS-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,721,EASyTRAK EPI,,IS-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,722,EASyTRAK EPI,,IS-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,723,EASyTRAK EPI,,IS-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,725,EASyTRAK EPI,,LV-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,726,EASyTRAK EPI,,LV-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,727,EASyTRAK EPI,,LV-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,728,EASyTRAK EPI,,LV-1,BI,T-Bar suture,EPI,SIL,LV
Guidant Corp.,4000,,,5/6 mm,TRI,Passive,ENDO,SIL,RV
Guidant Corp.,4001,,,5/6 mm,TRI,Passive,ENDO,SIL,RV
Guidant Corp.,4002,,,5/6 mm,TRI,Passive,ENDO,SIL,RV
Guidant Corp.,4010,,,5 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4011,,,5 mm,UNI,Passive,ENDO,SIL,RA
Guidant Corp.,4012,SWEET TIP,,5 mm,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4015,FLEXION,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4016,FLEXION,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4017,FLEXION,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4018,FLEXION,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4019,,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4021,,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4022,,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4023,,,IS-1,UNI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4024,,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4025,,,IS-1,UNI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4026,,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4027,,,IS-1,UNI,Passive,ENDO,POLy,RV
Guidant Corp.,4028,,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4029,,,IS-1,UNI,Passive,ENDO,POLy,RV
Guidant Corp.,4030,SELUTE PICOTIP,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4031,SELUTE PICOTIP,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4032,SELUTE PICOTIP,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4033,SELUTE PICOTIP,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4034,SELUTE PICOTIP,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4035,SELUTE PICOTIP,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4036,,,IS-1,BI,J+Ext/Ret Screw,ENDO,POLy,RA
Guidant Corp.,4037,,,IS-1,BI,J+Ext/Ret Screw,ENDO,POLy,RA
Guidant Corp.,4038,,,IS-1,UNI,J+Ext/Ret Screw,ENDO,POLy,RA
Guidant Corp.,4039,,,IS-1,BI,J+Ext/Ret Screw,ENDO,POLy,RA
Guidant Corp.,4042,,,IS-1,UNI,J+Ext/Ret Screw,ENDO,POLy,RA
Guidant Corp.,4043,SELUTE PICOTIP AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4044,SELUTE PICOTIP AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4045,,,IS-1,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4046,,,IS-1,BI,Screw,EPI,SIL,RV
Guidant Corp.,4047,,,IS-1,BI,Screw,EPI,SIL,RV
Guidant Corp.,4050,SWEET PICOTIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4051,SWEET PICOTIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4052,SWEET PICOTIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4053,SWEET PICOTIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4054,SWEET PICOTIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4055,SWEET PICOTIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4056,,,IS-1,BI,Ext/Ret Screw,ENDO,POLy,RA/RV
Guidant Corp.,4057,,,IS-1,BI,Ext/Ret Screw,ENDO,POLy,RA/RV
Guidant Corp.,4058,,,IS-1,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4063,SELUTE PICOTIP AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4064,SELUTE PICOTIP AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4080,FLEXTEND,,IS-1,BI,Ext/Ret,ENDO,SIL,RA/RV
Guidant Corp.,4081,FLEXTEND,,IS-1,BI,Ext/Ret,ENDO,SIL,RA/RV
Guidant Corp.,4082,FLEXTEND,,IS-1,BI,Ext/Ret,ENDO,SIL,RA/RV
Guidant Corp.,4086,FLEXTEND,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4087,FLEXTEND,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4088,FLEXTEND,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4109,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4110,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4111,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4112,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4113,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4114,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4115,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4116,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4117,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4118,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4129,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4130,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4131,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4133,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4143,SWEET TIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4144,SWEET TIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4145,SWEET TIP Rx,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4150,,,6 mm,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4154,,,3.2 mm LP,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4156,,,6 mm,UNI,Passive,ENDO,SIL,RA
Guidant Corp.,4157,,,6 mm,UNI,Passive,ENDO,SIL,RA
Guidant Corp.,4160,,,3.2 mm LP,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4161,,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4162,DEXATIP,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4165,SWEET TIP,,6 mm,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4166,SENTRA,,3.2 mm LP,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4168,SWEET TIP,,3.2 mm LP,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4169,SWEET TIP,,IS-1,UNI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4170,SENTRA,,3.2 mm LP,UNI,Passive,ENDO,SIL,RA
Guidant Corp.,4171,,,IS-1,UNI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4180,IONyX,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4185,SELUTE,,IS-1,UNI,Passive,ENDO,SIL,RV
Guidant Corp.,4190,IONyX,,IS-1,UNI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4193,SELUTE AJ,,IS-1,UNI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4194,SELUTE AJ,,IS-1,UNI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4209,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4210,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4211,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4218,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4225,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4226,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4227,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4229,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4230,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4231,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4243,SWEET TIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4244,SWEET TIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4245,SWEET TIP Rx,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4250,,,5 mm Bif,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4254,,,3.2 mm LP,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4256,,,5 mm Bif,BI,Passive,ENDO,SIL,RA
Guidant Corp.,4257,,,5 mm Bif,BI,Passive,ENDO,SIL,RA
Guidant Corp.,4260,,,3.2 mm LP,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4261,,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4262,DEXATIP,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4266,SENTRA,,3.2 mm LP,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4268,SWEET TIP,,3.2 mm LP,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4269,SWEET TIP,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4270,SENTRA,,3.2 mm LP,BI,Passive,ENDO,SIL,RA
Guidant Corp.,4271,,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4280,IONyX,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4285,SELUTE,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4290,IONyX,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4293,SELUTE AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4294,SELUTE AJ,,IS-1,BI,J+Tines,ENDO,SIL,RA
Guidant Corp.,4310,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4311,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4312,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4313,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4314,,,UNK,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4315,,,3.2 mm LP,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4316,,,IS-1,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4320,,,5 mm,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4321,,,IS-1,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4322,,,IS-1,UNI,Screw,EPI,SIL,RV
Guidant Corp.,4340,SELUTE PICOTIP VDD,,IS-1,A:Bi V:Bi,Passive,ENDO,SIL,VDD
Guidant Corp.,4341,SELUTE PICOTIP VDD,,IS-1,A:Bi V:Bi,Passive,ENDO,SIL,VDD
Guidant Corp.,4342,SELUTE PICOTIP VDD,,IS-1,A:Bi V:Bi,Passive,ENDO,SIL,VDD
Guidant Corp.,4343,SELUTE PICOTIP VDD,,IS-1,A:Bi V:Bi,Passive,ENDO,SIL,VDD
Guidant Corp.,4400,PRECEPT,,3.2 mm LP,TRI,Passive,ENDO,SIL,RV
Guidant Corp.,4439,,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA
Guidant Corp.,4440,,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4441,,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4444,,,IS-1,BI,Ext/Ret Screw,ENDO,SIL,RA/RV
Guidant Corp.,4450,FINELINE I,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4451,FINELINE I,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4452,FINELINE II,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4453,FINELINE II,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4454,FINELINE II,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4455,FINELINE II,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4456,FINELINE II Sterox,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4457,FINELINE II Sterox,,IS-1,BI,Passive,ENDO,POLy,RV
Guidant Corp.,4458,FINELINE II Sterox,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4459,FINELINE II Sterox,,IS-1,BI,Passive,ENDO,SIL,RV
Guidant Corp.,4460,FINELINE I EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4461,FINELINE I EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4462,FINELINE I EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4463,FINELINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4464,FINELINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4465,FINELINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4466,FINELINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4467,FINELINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4468,FINELINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4469,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4470,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4471,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,POLy,RA/RV
Guidant Corp.,4472,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4473,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4474,FINELINE II EZ Sterox,,IS-1,BI,Screw,ENDO,SIL,RA/RV
Guidant Corp.,4475,FINELINE I,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4476,FINELINE I,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4477,FINELINE II,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4478,FINELINE II,,IS-1,BI,J+Tines,ENDO,POLy,RA
Guidant Corp.,4479,FINELINE II Sterox AJ,,IS-1,BI,Passive,ENDO,POLy,RA
Guidant Corp.,4480,FINELINE II Sterox AJ,,IS-1,BI,Passive,ENDO,POLy,RA
Guidant Corp.,4510,,,LV-1,UNI,Passive,ENDO,UNK,CS
Guidant Corp.,4511,,,LV-1,UNI,Passive,ENDO,UNK,CS
Guidant Corp.,4512,,,LV-1,UNI,Passive,ENDO,UNK,CS
Guidant Corp.,4513,,,LV-1,UNI,Passive,ENDO,UNK,CS
Guidant Corp.,4515,EASyTRACK 2,,LV-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4517,EASyTRACK 2,,LV-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4518,EASyTRACK 2,,LV-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4520,EASyTRACK 2,,LV-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4522,EASyTRACK 3,,LV-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4524,EASyTRACK 3,,LV-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4525,EASyTRACK 3,,LV-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4527,EASyTRACK 3,,LV-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4535,EASyTRACK,,IS-1,UNI,Tines,ENDO,SIL,CS
Guidant Corp.,4536,EASyTRACK,,IS-1,UNI,Tines,ENDO,SIL,CS
Guidant Corp.,4537,EASyTRACK,,IS-1,UNI,Tines,ENDO,SIL,CS
Guidant Corp.,4538,EASyTRACK,,IS-1,UNI,Tines,ENDO,SIL,CS
Guidant Corp.,4542,EASyTRACK 2,,IS-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4543,EASyTRACK 2,,IS-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4544,EASyTRACK 2,,IS-1,BI,Tines,ENDO,SIL,CS
Guidant Corp.,4548,EASyTRACK 3,,IS-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4549,EASyTRACK 3,,IS-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4550,EASyTRACK 3,,IS-1,BI,Spiral,ENDO,SIL,CS
Guidant Corp.,4554,ACUITy Steerable,,IS-1,BI,Passive,ENDO,SIL,CS
Guidant Corp.,4555,ACUITy Steerable,,IS-1,BI,Passive,ENDO,SIL,CS
Guidant Corp.,4556,ACUITy Steerable,,IS-1,BI,Passive,ENDO,SIL,CS
Guidant Corp.,4591,ACUITy Spiral,,IS-1,UNI,Passive,ENDO,SIL,CS
Guidant Corp.,4592,ACUITy Spiral,,IS-1,UNI,Passive,ENDO,SIL,CS
Guidant Corp.,4593,ACUITy Spiral,,IS-1,UNI,Passive,ENDO,SIL,CS
"Intermedics, Inc. (Guidant Corp.)",401-02,,,5 mm,UNI,Retract. Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",404-01,,,VS-1,BI,Retractable Helix,ENDO,SIL,RA/RV
