Manufacturer,Model Number,Name,NBG Code,X-ray/Serial ID,Sense / Pace Connector RA,Sense / Pace Connector RV,Detach Tools,Non MAG Rate BOS,Non MAG Rate RRT/EOS,MAG Rate BOS,MAG Rate RRT/EOS,RRT/EOS Behavior,RRT/EOS Longetivity
Guidant Corp.,505,Microlith P,VVI,CPI 505,None,6 mm UNI,#6,PR,PR,100,90/85,"A, 100-
90-85",
Guidant Corp.,507,Microlith D,VVI,CPI 507,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,508,Minilith,VVI,CPI 508,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,509,Microlith DX,VVI,CPI 509,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,520,Microthin D1,VVI,CPI 520,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,521,Microthin D2,VVI,CPI 521,None,6 mm UNI,SD,72,66,86,80,C,
Guidant Corp.,522,Microthin P1,VVIP,CPI 522,None,6 mm UNI,#6 or SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,523,Microthin P2,VVIP,CPI 523,None,6 mm UNI,SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,525,Command NP,VVI,CPI 525,None,6 mm UNI,#2,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,527,Astra 2,VVIC,CPI 527,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,528,Astra 4,VVIC,CPI 528,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,529,Astra 6,SSIC,CPI 529,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,530,Command P5,SSIC,CPI 530,None,6 mm UNI,#2 or SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,531,Ultra I,SSIC,CPI 531,None,6 mm UNI,#2,PR,PR-11%,100,85,"B, 11% w/out
magnet, D, 15 ppm w/mag.",
Guidant Corp.,537,Astra T2,VVIC,CPI 537,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,538,Astra T4,VVIC,CPI 538,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,539,Astra T6,SSIC,CPI 539,None,6 mm UNI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,601,Minilith,VVI,CPI 601,None,5 mm Bif BI,#6,72,-6 ppm,86,-6 ppm,C,
Guidant Corp.,602,Minilith,VVI,CPI 602,None,5 mm Bif BI,#6,72,-6 ppm,86,-6 ppm,C,
Guidant Corp.,603,Minilith,VVI,CPI 603,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,604,Minilith,VVI,CPI 604,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,605,Microlith P,VVIP,CPI 605,None,5 mm Bif BI,#6,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,607,Microlith D,VVI,CPI 607,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,608,Minilith 3,VVI,CPI 608,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,609,Microlith DX,VVI,CPI 609,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,620,Microthin D1,VVI,CPI 620,None,5 mm Bif BI,#6,72,66,86,80,C,
Guidant Corp.,621,Microthin D2,VVI,CPI 621,None,5 mm Bif BI,SD,72,66,86,80,C,
Guidant Corp.,622,Microthin P1,VVIP,CPI 622,None,5 mm Bif BI,#6 or SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,623,Microthin P2,VVIP,CPI 623,None,5 mm Bif BI,SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,625,Command NP,VVI,CPI 625,None,5 mm Bif BI,#2,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,627,Astra 2,VVIC,CPI 627,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,628,Astra 4,VVIC,CPI 628,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,629,Astra 6,SSIC,CPI 629,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,630,Command P5,SSIM,CPI 630,None,5 mm Bif BI,#2 or SD,PR,PR,100,90/85,"A, 100-90-85",
Guidant Corp.,631,Ultra I,SSIC,CPI 631,None,5 mm Bif BI,#2,PR,PR-11%,100,85,"B, 11% w/out
magnet, D, 15 ppm w/mag.",
Guidant Corp.,635,Ultra I,SSIC,CPI 635,None,3.2 mm LP BI,#2,PR,PR-11%,100,85,"B, 11% w/out magnet, D, 15 ppm w/mag.
",
Guidant Corp.,637,Astra T2,VVIC,CPI 637,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,638,Astra T4,VVIC,CPI 638,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,639,Astra T6,SSIC,CPI 639,None,5 mm Bif BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,702,Minilith,VOO,CPI 702,None,6 mm UNI,#6,72,-6 ppm,,,C,
Guidant Corp.,703,Microlith A,VOO,CPI 703,None,6 mm UNI,#6,72,-6 ppm,,,C,
Guidant Corp.,802,Minilith,VOO,CPI 802,None,5 mm Bif BI,#6,72,-6 ppm,,,C,
Guidant Corp.,803,Microlith A,VOO,CPI 703,None,5 mm Bif BI,#6,72,-6 ppm,,,C,
Guidant Corp.,870,Pulsar VDD (Aa),VDDC,CPI 001,,VS-1B UNI/BI (IS-1 Compatible),#2,PR,PR,100,85,S,
Guidant Corp.,910,Ultra II,VDDC,CPI 910,5 mm UNI,5 mm UNI,#2,PR,PR-11%,100,85,"B, 11% w/out magnet, D, 15 ppm w/mag.",
Guidant Corp.,925,Delta,DDDC,    CPI 925,3.2 mm LP UNI/BI ,3.2 mm LP UNI/BI,#2,PR,PR,96 (VOO),90 (VOO),D,
Guidant Corp.,926,Delta T,DDDC    ,CPI 926,"VS-1B (IS-1 Compatible) UNI/BI UNI Pace, UNI/BI Sense","VS-1B (IS-1 Compatible) UNI/BI UNI Pace, UNI/BI Sense",#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,927,Delta TRS,DDDC    ,CPI 927,"VS-1B (IS-1 Compatible) UNI/BI UNI Pace, UNI/BI Sense","VS-1B (IS-1 Compatible) UNI/BI UNI Pace, UNI/BI Sense",#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,928,Delta TRS,DDDC,CPI 928,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100 (DOO) ,85 (DOO) ,D,
Guidant Corp.,936,Delta T,DDDC    ,CPI 936,"VS-1B (IS-1 Compatible) UNI/ BI UNI Pace, UNI/BI Sense","VS-1B (IS-1 Compatible) UNI/BI UNI Pace, UNI/BI Sense
",#2,PR,PR,100 (DOO) ,85 (DOO) ,D,
Guidant Corp.,937,Delta TRS,DDDC,CPI 937,"VS-1B (IS-1 Compatible) UNI/ BI UNI Pace, UNI/BI Sense
","VS-1B (IS-1
Compatible) UNI/BI UNI Pace, UNI/BI Sense
",#2,PR,PR,100 (DOO) ,85 (DOO) ,D,
Guidant Corp.,938,Delta TRS,DDDC,CPI 938,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100 (DOO) ,85 (DOO) ,D,
Guidant Corp.,940,Vista DDD,DDDC,CPI 940,3.2 mm LP BI,3.2 mm LP BI,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,941,Vista DDD,DDDC,CPI 941,"VS-1B (IS-1 Compatible) UNI/ BI UNI Pace, UNI/BI Sense
","VS-1B (IS-1
Compatible) UNI/BI UNI Pace, UNI/BI Sense
",#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,942,Vista DDD,DDDC,CPI 942,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,950,Vigor DDD,DDDC,CPI 950,3.2 mm LP UNI/BI,3.2 mm LP UNI/BI,#2,PR,PR,100 (DOO),90/85,A,
Guidant Corp.,955,Vigor DDD,DDDC,CPI 955,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100 (DOO),90/85,A,
Guidant Corp.,970,Pulsar DDD (Aa),DDDC,CPI 001,VS-1B UNI/BI (IS-1 Compatible),VS-1B UNI/BI (IS-1 Compatible),#2,PR,PR,100,85,S,
Guidant Corp.,972,Pulsar DDD(Aa),DDDC,CPI 001,VS-1B UNI/BI (IS-1 Compatible),VS-1B UNI/BI (IS-1 Compatible),#2,PR,PR,100,85,S,
Guidant Corp.,976,Merididan DDD,DDDC,CPI 001,VS-1B UNI/BI (IS-1 Compatible),VS-1B UNI/BI (IS-1 Compatible),#2,PR,PR,100,85,S,
Guidant Corp.,981,Discovery II,DDD,GDT002,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,85,Single-step drop in Mag Rate,
Guidant Corp.,982,Insignia I AVT,DDD,GDT003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,985,Insignia I Entra,DDD,GDT003,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,986,Insignia I Entra,DDD,GDT003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S201,Altrua 20,SSIR,BOS 003,None,3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S202,Altrua 20,DDDR,BOS 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S203,Altrua 20,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S204,Altrua 20,SSIR,BOS 003,None,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S205,Altrua 20,DDDR,BOS 003,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S206,Altrua 20,SSI,BOS 003,None,3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S207,Altrua 20,DDD,BOS 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S208,Altrua 20,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S209,Altrua 20,DDD,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S401,Altrua 40,SSIR,BOS 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S402,Altrua 40,DDDR,BOS 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S403,Altrua 40,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S404,Altrua 40,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S501,Altrua 50,SSIR,BOS 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S502,Altrua 50,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S503,Altrua 50,DDD,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S504,Altrua 50,VDD,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S505,Altrua 50,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S506,Altrua 50,DDD,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S507,Altrua 50,VDD,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S508,Altrua 50,SSI,BOS 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S601,Altrua 60,SSIR,BOS 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S602,Altrua 60,DDDR,BOS 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S603,Altrua 60,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S604,Altrua 60,DDDR,BOS 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,S605,Altrua 60,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,S606,Altrua 60,DDDR,BOS 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
"Intermedics, Inc. (Guidant Corp.)",201,Mercury Zinc,VVI,None,None,6 mm UNI,#6,70,67,70,67,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",211-01,CMOS,VVI,None,None,6 mm UNI,#6,70,67,70,67,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",221-02,CMOS,VVI,None,None,6 mm UNI,#6,70,67,70,67,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",222-01,CMOS,VVI,None,None,5 mm Bif BI,#6,70,67,70,67,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",223-01,Interlith,VVI,None,None,6 mm UNI,#6,71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",223-02,Interlith,VVI,None,None,6 mm UNI,#6,71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",223-04,Interlith TL,VVI,None,None,6 mm UNI,#6,71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",224-01,Interlith,VVI,None,None,5 mm Bif BI,#6(Mb),71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",224-02,Interlith,VVI,None,None,5 mm Bif BI,SD,71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",225-01,Thinlith I,VVI,None,None,6 mm UNI,#6,71,68,71,68,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",227-01,Thinlith II,VVI,None,None,6 mm UNI,#6,71,65,71,65,"C, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",227-05,Thinlith II,VVI,227-05,None,6 mm UNI,#6,72,72,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",228-01,Thinlith,VVI,None,None,6 mm In-line BI,#6,70,66,70,66,"C, 4 ppm",
"Intermedics, Inc. (Guidant Corp.)",229-01,Thinlith III,VVI,None,None,6 mm UNI,#6,71,65,71,65,"C, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",229-05,Thinlith III,VVI,229-05,None,6 mm UNI,#6,72,72,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",230-05,Thinlith III,VVI,230-05,None,5 mm Bif BI,#6,72,72,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",231-01,Unilith,VVI,None,None,6 mm UNI,#6,71,66,71,66,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",233-01,Thinlith IV,VVI,None,None,6 mm UNI,#6,71,68,71,68,"C, 3 ppm",
"Intermedics, Inc. (Guidant Corp.)",233-02,Thinlith IV,VVI,None,None,6 mm UNI,#6,71,65,71,65,"C, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",233-05,Thinlith IV,VVI,233-05,None,6 mm UNI,#6,72,72,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",235-01,Prima,VVI,235-01,None,6 mm UNI,SD,72,67,72±2,67,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",236-02,Prima,VVI,236-02,None,5 mm Bif BI,SD,72,67,72±2,67,"C, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",251-01,Interlith RP,VVIP,None,None,6 mm UNI,#6,PR,PR-7%,PR,PR-7%,"C, 7%",
"Intermedics, Inc. (Guidant Corp.)",251-02,Interlith RP,VVIP,None,None,6 mm UNI,#6,PR,PR-7%,PR,PR-7%,"C, 7%",
"Intermedics, Inc. (Guidant Corp.)",252-01,Interlith RP,VVIP,None,None,5 mm Bif BI,#6(Mb),PR,PR-7%,PR,PR-7%,"C, 7%",
"Intermedics, Inc. (Guidant Corp.)",253-01,Cyberlith I,VVIM,None,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-02,Cyberlith I,VVIM,253-02,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-03,Cyberlith I,VVIM,None,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-04,Cyberlith I,VVIM,253-04,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-05,Cyberlith,VVIM,None,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-07,Cyberlith,VVIM,253-07,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-09,Quantum,VVIC,253-09,None,6 mm UNI,#6,PR,PR,86,80,"D, 7%",
"Intermedics, Inc. (Guidant Corp.)",253-11,Cyberlith I,VVIM,None,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-19,Quantum,VVIC,253-19,None,6 mm UNI,SD,PR,PR,87±3,80±2,"D, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-21,SuPrima,VVIM,253-21,None,6 mm UNI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",253-23,SuPrima II,VVIM,253-23,None,6 mm UNI,SD,PR,PR,87±3,80,D,
"Intermedics, Inc. (Guidant Corp.)",253-25,Quantum II,SSIC,ICP,None,VS-1 UNI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",254-02,Cyberlith,VVIM,None,None,5 mm Bif BI,SD,PR,PR-6 ppm,90,84,"D, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-06,Cyberlith,VVIM,None,None,6 mm In-line BI,#6,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-07,Cyberlith,VVIM,254-07,None,5 mm Bif BI,#2,PR,PR,90,83,"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-09,Quantum,VVIC,254-09,None,5 mm Bif BI,#2,PR,PR,86±3,80±3,"D, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-10,Quantum,VVIC,254-10,None,6 mm In-line BI,#6,PR,PR,86±3,80±3,"D, 6 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-18,Quantum,VVIC,254-18,None,5 mm Bif BI,SD,PR,PR,87±3,80±2,"D, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-20,Quantum,VVIC,254-20,None,6 mm In-line BI,SD,PR,PR,87±3,80±2,"D, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-20V,Quantum,VVIC,ICG,None,VS-1 BI,SLC,PR,PR,87±3,80±2,"D, 5 ppm",
"Intermedics, Inc. (Guidant Corp.)",254-22,SuPrima,VVIM,254-22,None,5 mm Bif BI,#6,PR,PR,90,83,D,
"Intermedics, Inc. (Guidant Corp.)",254-24,SuPrima,VVIM,254-24,None,6 mm In-line BI,#6,PR,PR,90,83,D,
"Intermedics, Inc. (Guidant Corp.)",254-25,Quantum II,SSIC,ICX,None,VS-1 UNI/BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",254-26,SuPrima II,VVIM,254-26,None,5 mm Bif BI,SD,PR,PR,87±3,80±2,D,
"Intermedics, Inc. (Guidant Corp.)",254-27,Quantum III,SSIC,ICX,None,VS-1 UNI/BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",254-28,SuPrima II,VVIM,254-28,None,6 mm In-line BI,SD,PR,PR,87±3,80±2,D,
"Intermedics, Inc. (Guidant Corp.)",254-30,Quantum II,SSIC,ICU,None,VS-1 BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",254-31,SuPrima III,VVIM,IET,None,VS-1 UNI/BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",259-01,Cyberlith IV,DVIM,None,5 mm UNI,5 mm UNI,SD,PR,PR,90,83(Fa),"D, 7±3 ppm",
"Intermedics, Inc. (Guidant Corp.)",262-01,CyberTach 60,AAIMP,None,5 mm Bif BI,None,SD,PR,PR,PR,PR-4.5 ppm,"D, 4.5 ppm",
"Intermedics, Inc. (Guidant Corp.)",262-12,Intertach (Aa),AAICP,262-12,6 mm In-line BI,None,SD,PR,PR(Ea),PR(Ba),90,"Ba, 60-90",
"Intermedics, Inc. (Guidant Corp.)",262-14,Intertach,VVICP,262-14,None,6 mm In-line BI,SD,PR,PR(Ea),PR,90,"Ba, 60-90",
"Intermedics, Inc. (Guidant Corp.)",262-16,Intertach II,AAICP,IEG,VS-1 BI,VS-1 BI,SLC,PR,PR(Ea),PR(Ba),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",262-16R,Intertach II,AAICP,IES,6 mm/VS-1 BI,None,#2,PR,PR(Ea),PR(Ba),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",262-18,Intertach II(Aa),VVICP,IEH,None,VS-1 BI,SLC,PR,PR(Ea),PR,90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",263-01,Avius,DVIM,263-01,5 mm UNI,5 mm UNI,#2,PR,PR,90,83,"D, 7 ppm",
"Intermedics, Inc. (Guidant Corp.)",271-03,Galaxy,DDDC,271-03,5 mm UNI,5 mm UNI,#2,PR,PR(VVI),PR,90/80 (VOO),"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",281-01,Nova,SSIC,281-01,None,6 mm UNI,SD,PR,PR,PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",281-03,Nova II,SSIC,ICC,None,VS-1 UNI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",281-05,Nova II,SSIC,ICK,None,VS-1 UNI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",281-05S,Nova II,SSIC,ICZ,None,6 mm UNI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",281-07,Nova III,SSIC,IFJ,None,6 mm UNI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-02,Nova,SSIC,282-02,None,6 mm In-line BI,SD,PR,65,PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",282-04,Nova II,SSIC,ICE,None,VS-1 BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-04R,Nova II,SSIC,ICL,None,6 mm/VS-1 BI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-04y,Nova II,SSIC,IEL,None,5 mm Bif BI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-07,Nova III,SSIC,IFN,None,VS-1 UNI/BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-09,Nova III,SSIC,IEN,None,5 mm Bif UNI/BI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",282-09R,Nova III,SSIC,IEX,None,6 mm/VS-1 UNI/BI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",283-01,Cosmos,DDDC,283-01,5 mm UNI,5 mm UNI,#2,PR,65 (VVI),PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",283-01V,Cosmos,DDDC,283-01V,VS-1 UNI,VS-1 UNI,SLC,PR,65 (VVI),PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",283-03,Cosmos II,DDDC,IEF,5 mm UNI,5 mm UNI,#2,PR,PR (VVI),PR(Ca),90/80 (VOO),"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",283-09,Cosmos III,DDDC,IGZ,5 mm UNI,5 mm UNI,#2,PR,PR (VVI),PR(Ca),90/80 (VOO),"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",284-02,Cosmos,DDDC,284-02,"6 mm In-line BI Sense, UNI Pace","6 mm In-line BI Sense, UNI Pace",#2,PR,65 (VVI),PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",284-02S,Cosmos,DDDC,284-02,"6 mm In-line BI Sense, UNI Pace","6 mm In-line BI Sense, UNI Pace",#2,PR,65 (VVI),PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",284-02V,Cosmos,DDDC,284-02V,"VS-1 BI Sense, UNI Pace","VS-1 BI Sense, UNI Pace",SLC,PR,65 (VVI),PR(Ca),65 (VOO),"B, 65 ppm",
"Intermedics, Inc. (Guidant Corp.)",284-05,Cosmos II,DDDC,ICN,VS-1 UNI/BI,VS-1 UNI/BI,SLC,PR,PR (VVI),PR(Ca),90/80 (VOO),"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",284-09,Cosmos III,DDDC,IGU,VS-1 UNI/BI,VS-1 UNI/BI,SLC,PR,PR (VVI),PR(Ca),90/80 (VOO),"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",291-01,Nova MR,SSIR,ICI,None,VS-1 UNI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",291-03,Dash,SSIR,IFE,None,6 mm UNI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",291-09,Marathon SR,SSIR,IGC,None,6 mm UNI,#2,PR,PR,PR(Ca),90/80,"A, 90-80",
"Intermedics, Inc. (Guidant Corp.)",292-02,Nova MR,SSIR,ICI,None,VS-1 BI,SLC,PR,PR,PR(Ca),90/80,"A, 90-80",
